    2711.4624724        0.0005299        0.3891102
    2789.6670582        0.0005171        0.3787480
    2791.3838139        0.0004880        0.3771599
    2781.3029587        0.0004841        0.3772622
    2827.5164452        0.0004542        0.3810027
