    1368.5210373        0.1501658        1.6513832
    1364.9403071        0.0451713        1.6829088
    1363.1798782        0.0375263        1.5295832
    1451.5585623        0.0283241        2.1813215
    1409.0549376        0.0233146        1.5813458
